,st,lower_leg_district,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_chg,pct_chg_deep,child_poverty_base,child_poverty_reform,child_deep_poverty_base,child_deep_poverty_reform,child_pct_chg,child_pct_chg_deep
0,1.0,001,0.13725465121377317,0.13196037881998746,0.05905543457609284,0.053711836663110364,0.038572626479083195,0.09048443976984463,0.129392413046628,0.11481850800712501,0.05687232066000187,0.0436023965977176,0.11263338163614828,0.2333283380788252
1,1.0,002,0.13512187878004966,0.12952674625560334,0.057569446394769616,0.052016599623106376,0.04140804268681044,0.09645475368281005,0.12724111352369208,0.11257241227315626,0.05370389910782958,0.040576078181805385,0.11528271675966223,0.2444481898728703
2,1.0,003,0.13772883576962566,0.13215104041079195,0.05802346051989226,0.05299292649483756,0.04049838458057903,0.08669827652437367,0.13153533917322777,0.11628062041826451,0.055322686132475186,0.042880156095982794,0.11597429900472063,0.22490827735113272
3,1.0,004,0.13681626268611854,0.12839037519930865,0.046815166446982207,0.04376356976663831,0.06158542355553458,0.0651839331555043,0.14273808070612423,0.12233674948517653,0.03758557741879527,0.03145259717211301,0.14292844011929026,0.16317376685066878
4,1.0,005,0.12093165442978598,0.11333477399983488,0.04768254737948035,0.040737480695947334,0.06281961878196185,0.14565217391304364,0.11376630992523092,0.09850384648029692,0.03385828594356439,0.021620537195503053,0.13415626695604999,0.36144029170464914
5,1.0,006,0.1298498024145926,0.11540409417232761,0.04327541663631347,0.038362223695415,0.11124936637286381,0.11353311701627136,0.13246140911106083,0.0968497814116366,0.02835537348831793,0.019375714647442137,0.26884530323519396,0.31668279187277515
6,1.0,007,0.14228096173803184,0.1339183717343089,0.048508651891981926,0.04600391251364664,0.058775186093555996,0.05163489976824728,0.15241533966010268,0.13057592015844752,0.042712149342764405,0.03655840676134775,0.14328885498243588,0.14407475802804856
7,1.0,008,0.14303499730995142,0.13428455823177105,0.04647559169953269,0.04494826658603932,0.06117690944698315,0.03286295144702219,0.15405065879809515,0.13164275906395162,0.03904096915870558,0.035291711706447744,0.1454579935520575,0.09603392367173866
8,1.0,009,0.14359565520732018,0.13421433890544981,0.04723778652083703,0.04441436426274646,0.06533147739272355,0.059770418261345305,0.1601436771863926,0.13575012375515277,0.04304141965197295,0.036074639181504865,0.15232292563663294,0.16186223704516542
9,1.0,010,0.14918014937502438,0.12694703870682433,0.04921027601603507,0.04629362077550287,0.14903531576649767,0.05926923148290849,0.17390114530989115,0.11429942962284587,0.04182674055204045,0.03598848915869889,0.34273331311783634,0.13958179184623906
10,1.0,011,0.15270922184138452,0.13961082510968295,0.0479538538037642,0.0421353527578706,0.08577344952557331,0.12133542112598399,0.17351386366494115,0.14103369822644443,0.04771188062352488,0.0339641123773057,0.18719060686249595,0.2881414034943886
11,1.0,012,0.144144315757391,0.13412767956923702,0.047813166717464176,0.04242862948288124,0.06949033082243053,0.11261620185922948,0.17263081919884518,0.14479971129556118,0.05000360880548538,0.03604474918801877,0.1612174931014298,0.2791570438799075
12,1.0,013,0.2287355680067144,0.2179284341303684,0.08862749748597844,0.07779622246591028,0.04724728196197621,0.12221122481520759,0.2857272852649716,0.25745374571744184,0.1259369783993116,0.09273245011427542,0.09895288621564459,0.2636598774011691
