Senate District Number,STATEFIP,PUMA,PUMA Description
17,55,00800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA"
20,55,20000,Washington & Ozaukee Counties PUMA
33,55,70101,Waukesha County (West) PUMA
33,55,70301,Waukesha County (Central) PUMA
2,55,01500,Outagamie County PUMA
32,55,00900,La Crosse County PUMA
29,55,01600,Marathon County PUMA
29,55,00100,Northwest Wisconsin PUMA
30,55,00300,Outer Green Bay City PUMA
30,55,00200,Green Bay City PUMA
34,24,00602,Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA
42,24,00504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA"
42,24,00501,Baltimore County (Outer) PUMA
14,24,01006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA"
9,24,00901,Howard County (West)--Columbia (West) & Ellicott City (Northwest) PUMA
19,24,01005,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont PUMA"
1,24,00100,Allegany & Garrett Counties--Cumberland City PUMA
1,24,00200,Washington County--Hagerstown City PUMA
23,24,01105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA"
44,24,00507,"Baltimore County--Catonsville, Woodlawn & Arbutus PUMA"
15,24,01003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac PUMA"
15,24,01001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown PUMA"
30,24,01204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA"
14,20,01302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast) PUMA
14,20,00900,Flint Hills Region--Emporia City PUMA
12,20,01400,East Central Kansas PUMA
1,20,00300,"Riley, Geary & Pottawatomie Counties--Manhattan City PUMA"
27,39,02000,Wayne County PUMA
27,39,01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities PUMA"
20,39,03900,Fairfield County PUMA
20,39,03700,Muskingum & Perry Counties PUMA
26,39,02800,"Marion, Knox & Morrow Counties PUMA"
26,39,02300,"Seneca, Crawford & Wyandot Counties PUMA"
26,39,00700,Erie & Sandusky Counties PUMA
21,39,00906,Cleveland City (Central) PUMA
21,39,00908,Cleveland City (East) & Bratenahl Village PUMA
7,39,05505,Cincinnati (East) & Norwood Cities PUMA
7,39,05507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville PUMA"
7,39,05301,Warren County (East)--Lebanon & Springboro (East) Cities PUMA
7,39,05302,"Warren County (West)--Mason, Franklin & Springboro (West) Cities PUMA"
25,39,00907,"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities PUMA"
25,39,00910,"Cuyahoga County (East)--Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities PUMA"
25,39,00909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities PUMA"
28,39,01805,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA"
28,39,01803,Summit County (Central)--Akron City (East) PUMA
28,39,01804,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities PUMA
28,39,01802,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities PUMA"
12,39,02700,"Logan, Champaign & Hardin Counties PUMA"
12,39,02600,"Auglaize, Mercer & Van Wert Counties PUMA"
12,39,02500,Allen County PUMA
23,39,00904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA"
23,39,00902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities PUMA"
23,39,00905,Cleveland City (West) PUMA
18,39,01700,Portage County PUMA
18,39,01000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA"
18,39,01100,"Lake County (East)--Mentor, Painesville Cities & Madison Village PUMA"
30,39,03500,Belmont & Jefferson Counties PUMA
30,39,03300,Stark County (East) & Carroll County--Alliance City PUMA
30,39,05000,"Athens, Gallia & Meigs Counties PUMA"
30,39,03600,"Washington, Morgan, Noble & Monroe Counties PUMA"
24,39,00903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities PUMA"
24,39,00901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities PUMA"
42,35,01200,Far Southeast New Mexico PUMA
36,35,01001,Doña Ana County (Outer) PUMA
2,35,00200,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities PUMA"
29,35,00803,Albuquerque City (Southeast Heights) PUMA
8,35,00400,Eastern Plains New Mexico PUMA
22,35,00600,Sandoval County PUMA
22,35,00100,Northwest New Mexico--Navajo Nation PUMA
33,09,00700,Middlesex County PUMA
30,09,00500,Litchfield County PUMA
1,28,00100,North Delta Region--DeSoto County--Southaven City PUMA
8,28,00400,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA"
37,28,01600,Southwest Region PUMA
36,28,01200,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA"
11,28,00300,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA"
Windsor,50,00300,"Southeast Vermont--Windsor, Windham & Orange Counties PUMA"
"Hampshire, Franklin & Worcester",25,00200,Franklin & Hampshire (North) Counties PUMA
First Essex & Middlesex,25,00702,Essex County (Central)--Amesbury Town City PUMA
First Essex & Middlesex,25,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA"
Cape & Islands,25,04700,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA
First Plymouth & Bristol,25,04303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA"
Worcester & Norfolk,25,00304,Worcester County (South) PUMA
First Suffolk,25,03303,Boston City--Dorchester & South Boston PUMA
Second Hampden & Hampshire,25,01600,Hampden (West & East) & Hampshire (South) Counties--Northampton City PUMA
Second Hampden & Hampshire,25,01901,Hampden County (West of Springfield City)--Westfield & Holyoke Cities PUMA
Third Middlesex,25,00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA"
36,20,00200,North Central Kansas--Salina City PUMA
20,09,01101,New London County (South) PUMA
First Hampden & Hampshire,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA
40,12,08621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA"
40,12,08619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA
40,12,08620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA"
40,12,08617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA"
11,06,07507,San Francisco County (South Central)--Bayview & Hunters Point PUMA
11,06,07506,San Francisco County (South Central)--Sunset District (South) PUMA
11,06,07504,San Francisco County (Central)--Inner Mission & Castro PUMA
11,06,07505,San Francisco County (Central)--Sunset District (North) PUMA
11,06,07503,San Francisco County (Central)--South of Market & Potrero PUMA
11,06,07501,San Francisco County (North & West)--Richmond District PUMA
11,06,07502,San Francisco County (North & East)--North Beach & Chinatown PUMA
41,13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA
41,13,04006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA
30,13,02300,Three Rivers Regional Commission (Northwest)--Carroll County PUMA
13,21,01901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA
6,40,00702,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City PUMA"
4,38,00100,West North Dakota--Minot City PUMA
18,12,05702,Hillsborough County (Southwest)--Tampa City (South) PUMA
18,12,05703,Hillsborough County (Northwest) PUMA
18,12,05704,Hillsborough County (North Central) PUMA
22,49,11002,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA"
"Norfolk, Bristol & Middlesex",25,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA
"Norfolk, Bristol & Middlesex",25,03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA
31,24,01202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park PUMA"
10,38,00400,Northeast North Dakota--Grand Forks City PUMA
13,53,10800,Grant & Kittitas Counties PUMA
11,42,02702,Berks County (Southwest)--Reading City PUMA
11,42,02703,Berks County (East) PUMA
12,34,01204,Ocean County (Northwest) PUMA
12,34,01102,Monmouth County (Southwest)--Freehold Borough PUMA
8,29,01004,Jackson County (South Central) PUMA
8,29,01003,Jackson County (East) PUMA
4,55,41001,Milwaukee City (North) PUMA
10,10,00104,"New Castle County (South)--Middletown Town, Bear & Glasgow PUMA"
50,17,00401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA"
50,17,01300,Sangamon County--Springfield City PUMA
17,39,05200,"Highland, Clinton & Adams Counties PUMA"
17,39,04900,"Jackson, Hocking, Pike & Vinton Counties PUMA"
17,39,04800,Ross & Fayette Counties PUMA
1,41,00800,"Josephine, Coos & Curry Counties PUMA"
19,41,01319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA"
19,41,01320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities PUMA"
17,19,01700,Des Moines City PUMA
33,20,01100,South Central Kansas PUMA
48,40,01004,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities PUMA"
48,40,01006,Oklahoma County (Central)--Oklahoma City (Central) PUMA
44,27,01402,"Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities PUMA"
25,37,05300,Union (East) & Anson Counties--Monroe City PUMA
25,37,05200,"Hoke, Richmond & Scotland Counties PUMA"
25,37,03700,Moore & Montgomery Counties PUMA
27,37,01704,Guilford County (South)--High Point City PUMA
16,12,10303,Pinellas County (Central)--Clearwater City (South & Central) PUMA
16,12,10302,Pinellas County (North Central) PUMA
16,12,10301,Pinellas County (North) PUMA
16,12,10103,Pasco County (Gulf Coast) PUMA
34,22,00500,North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA
32,22,00600,Kisatchie Delta Regional Planning & Development District 1 PUMA
12,17,03408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA"
12,17,03409,Cook County (West Central)--Lyons & Stickney Townships PUMA
33,17,03008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships PUMA
18,17,03410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA"
18,17,03411,Cook County (South Central)--Worth & Calumet Townships PUMA
18,17,03530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA"
11,56,00400,"Natrona, Carbon & Converse Counties PUMA"
14,06,02901,"Kern County (West)--Delano, Wasco & Shafter Cities PUMA"
14,06,03100,Kings County--Hanford City PUMA
14,06,01904,Fresno County (Central)--Fresno City (Southwest) PUMA
32,06,03764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA"
32,06,03755,Los Angeles County (Southeast)--Norwalk City PUMA
32,06,03754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities PUMA
32,06,03753,Los Angeles County (South)--Downey City PUMA
32,06,03739,Los Angeles County (Southeast)--Whittier City & Hacienda Heights PUMA
32,06,03741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA"
32,06,03740,Los Angeles County (Central)--Pico Rivera & Montebello Cities PUMA
20,42,00702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA
20,42,00500,"Pike, Wayne & Susquehanna Counties PUMA"
23,42,00900,Lycoming & Clinton Counties PUMA
23,42,00400,"Bradford, Tioga & Sullivan Counties PUMA"
37,42,01807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA
37,42,01806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA
37,42,01801,Allegheny County (West) PUMA
6,45,00103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea PUMA
39,51,59306,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia PUMA"
39,51,59304,Fairfax County (Southwest)--Centreville (Southeast) & Lorton PUMA
30,51,51255,Alexandria City PUMA
2,49,35002,Salt Lake County (Northeast)--Salt Lake City (East) PUMA
VI,72,00403,"Juana Díaz, Coamo, Villalba & Santa Isabel Municipios--Carr 52-Carr 150 PUMA"
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA"
VI,72,00602,"Cayey, Cidra, Aguas Buenas & Aibonito Municipios--Carr 14-Carr 173 PUMA"
VI,72,00601,"Corozal, Naranjito, Barranquitas, Orocovis & Comerío Municipios--Carr 156-Carr 164 PUMA"
20,40,01400,"Garfield, Kay & Noble Counties--Enid City PUMA"
26,29,01600,Franklin County PUMA
26,29,01804,St. Louis County (West) PUMA
1,21,00100,Purchase Area Development District PUMA
34,12,01113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA
34,12,01109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA
34,12,01108,Broward County (East Central)--Fort Lauderdale City (Central) PUMA
34,12,01103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA"
20,48,06803,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA"
20,48,06805,Hidalgo County (Central)--McAllen City PUMA
20,48,06806,Hidalgo County (Southwest)--Mission City PUMA
20,48,06804,Hidalgo County (North Central)--Edinburg City PUMA
20,48,06807,Hidalgo County (North & West) PUMA
20,48,06603,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA
20,48,06601,Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA
20,48,06602,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA
28,48,02800,Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA
28,48,02900,Concho Valley COG--Tom Green County--San Angelo City PUMA
28,48,02600,West Central Texas COG (Outside Taylor County) PUMA
28,48,00501,South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA
28,48,00502,South Plains Association of Governments--Lubbock County--Lubbock City (Outer) PUMA
28,48,00400,South Plains Association of Governments (Outside Lubbock County) PUMA
21,01,01600,Tuscaloosa & Northport (Southeast) Cities PUMA
54,27,01202,Washington County (South)--Woodbury & Cottage Grove Cities PUMA
38,37,03102,Charlotte City (Northwest) PUMA
40,37,03107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA
40,37,03103,Charlotte City (Northeast) PUMA
"Worcester, Hampden, Hampshire & Middlesex",25,00302,Worcester County (West Central) PUMA
42,31,00400,Southwest Nebraska PUMA
19,31,00200,Northeast Nebraska PUMA
2,16,00100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA"
2,16,00200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA"
23,44,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA
25,18,02000,Delaware County--Muncie City PUMA
18,26,02703,"Washtenaw County (East Central, Outside Ann Arbor City) PUMA"
18,26,02702,Washtenaw County (East Central)--Ann Arbor City Area PUMA
38,27,01301,"Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities PUMA"
59,36,01207,Erie County (South) PUMA
59,36,01300,Livingston & Wyoming Counties PUMA
59,36,01203,Erie County (Northeast) PUMA
18,36,04002,NYC-Brooklyn Community District 4--Bushwick PUMA
23,48,02317,Dallas County (South)--DeSoto & Lancaster Cities PUMA
23,48,02318,Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA
23,48,02304,Dallas County (Southeast)--Dallas City (Southeast) PUMA
23,48,02316,Dallas City (South Central)--North of I-20 & West of I-35E PUMA
23,48,02319,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA
23,48,02314,Dallas City (East Central)--South of I-30 & East of I-35E PUMA
23,48,02305,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA
23,48,02315,Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA
23,48,02313,Dallas City (Downtown)--North of I-30 PUMA
23,48,02312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA"
3,29,02100,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA"
3,29,02002,Jefferson County (South) PUMA
8,09,00303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA"
32,17,03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA"
32,17,03601,"McHenry County (North, West & Central) PUMA"
32,17,03306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships PUMA"
32,39,01600,Trumbull County (South Central)--Warren & Niles Cities PUMA
32,39,01400,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA
32,39,01200,Geauga & Lake (South) Counties PUMA
32,39,01300,Ashtabula County PUMA
28,41,00902,Jackson County (Outside Medford & Central Point Cities)--Ashland City PUMA
Middlesex & Worcester,25,01400,Middlesex (West Central) & Worcester (East) Counties PUMA
Hampden,25,01900,Hampden County (Central)--Springfield City PUMA
5,44,00103,Providence City PUMA
15,26,02905,Oakland County (Southwest) PUMA
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA"
17,34,00903,Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs PUMA
31,34,00602,Hudson County (Central)--Jersey City (South) PUMA
21,32,00410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA"
33,12,01107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA
33,12,01105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA"
33,12,01104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA
33,12,01102,Broward County (North Central)--Margate & Coconut Creek Cities PUMA
6,12,03103,Duval County (North Central)--Jacksonville City (Arlington) PUMA
6,12,03107,Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA
6,12,03102,Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA
6,12,03101,Duval County (Outer)--Jacksonville City (North & West) PUMA
06,27,00400,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities PUMA"
First Worcester,25,00300,Worcester County (Central)--Worcester City PUMA
First Worcester,25,00303,Worcester County (East Central) PUMA
19,44,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA
12,18,00500,Elkhart County--Elkhart & Goshen Cities PUMA
31,19,00500,Black Hawk County--Waterloo & Cedar Falls Cities PUMA
6,42,03004,Bucks County (Southwest) PUMA
3,33,00200,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA"
33,34,00601,Hudson County (Central)--Jersey City (North) PUMA
33,34,00702,Hudson County (Northeast)--Union City & Hoboken Cities PUMA
3,32,00406,Las Vegas City (South Central) PUMA
27,13,03300,Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA
43,27,01302,"Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities PUMA"
49,27,01408,"Hennepin County--Edina, St. Louis Park & Hopkins Cities PUMA"
28,37,01702,Greensboro City (South) PUMA
28,37,01701,Greensboro City (North) PUMA
28,37,01703,Guilford County (North)--Summerfield Town PUMA
52,36,02201,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA
52,36,02202,Broome (Outer West) & Tioga Counties PUMA
20,36,04011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA"
20,36,04005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA"
20,36,04007,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA
24,01,01700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA"
35,26,01300,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties PUMA"
35,26,00500,Northwest Lower Peninsula (West) PUMA
35,26,00400,Northwest Lower Peninsula (East) PUMA
12,42,03105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville PUMA"
33,08,00812,Denver City (Northeast) PUMA
7,41,00703,Lane County (West Central)--Eugene City (West & South) PUMA
33,26,01100,"Ionia, Montcalm, Mecosta & Osceola Counties PUMA"
33,26,01200,"Isabella, Gratiot & Clare Counties PUMA"
27,26,01703,Genesee County (Central)--Flint City Area PUMA
27,26,01702,"Genesee County (Central, Outside Flint City) PUMA"
5,26,03208,Detroit City (Northwest) PUMA
31,08,00815,Denver City (Southeast) PUMA
28,24,01600,Charles County--La Plata Town & Waldorf PUMA
23,05,00700,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA"
20,47,02505,Nashville-Davidson (Southwest) PUMA
20,47,02502,Nashville-Davidson (North) PUMA
25,09,00103,"Norwalk, Westport & Darien Towns PUMA"
13,39,02100,Huron & Ashland Counties PUMA
13,39,00802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities PUMA"
13,39,00801,Lorain County (North)--Elyria & Lorain Cities PUMA
32,16,01200,Bonneville County--Idaho Falls City PUMA
35,53,11802,Kitsap County (South)--Bremerton & Port Orchard Cities PUMA
45,13,04002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA
14,21,01200,Lincoln Trail Area Development District (East) PUMA
14,21,01600,KIPDA Area Development District (Southeast) PUMA
14,21,01704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA
36,27,01403,"Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities PUMA"
19,22,02000,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes PUMA
19,22,01900,South Central Planning & Development Commission 1--River Parishes PUMA
41,37,03106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA"
6,37,04500,Onslow County (South)--Jacksonville City PUMA
6,37,04100,"Lenoir, Onslow (North) & Jones Counties PUMA"
17,48,04803,Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA
17,48,04905,Fort Bend County (West & South) PUMA
17,48,04902,Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA
17,48,04616,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA
17,48,04604,Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA
17,48,04635,Houston City (West)--South of I-10 & West of TX-6 PUMA
17,48,04634,Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA
38,26,00200,Eastern Upper Peninsula PUMA
38,26,00100,Western Upper Peninsula PUMA
Norfolk & Plymouth,25,03603,Norfolk County (Northeast)--Quincy City & Milton Town PUMA
Third Essex,25,00704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns PUMA"
12,16,00600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA
3,11,00101,District of Columbia (West) PUMA
9,18,00800,Kosciusko & Marshall Counties PUMA
15,18,01002,Allen County (Central)--Fort Wayne City (North) PUMA
23,12,11503,Sarasota County (East) PUMA
23,12,11502,Sarasota County (Central & Gulf Coast) PUMA
23,12,11501,Sarasota County (North) PUMA
23,09,00104,Bridgeport Town PUMA
8,48,02309,Dallas (Far North) & Richardson (Southwest) Cities PUMA
8,48,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA"
8,48,01903,Collin County (Southwest)--Plano City (Central) PUMA
8,48,01904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA"
8,48,01902,Collin County (Southwest)--Plano City (West) PUMA
8,48,01905,Collin County (Central)--McKinney City PUMA
24,53,11300,Grays Harbor & Mason Counties PUMA
24,53,11900,Clallam & Jefferson Counties PUMA
21,04,00127,Maricopa County--Peoria City (South & Central) PUMA
21,04,00130,Maricopa County--El Mirage City & Sun City PUMA
27,24,01106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom PUMA"
25,05,01700,"Jefferson, Grant & Arkansas (Northwest) Counties PUMA"
18,47,00500,Sumner County--Hendersonville City PUMA
33,47,03206,Shelby County (Southeast)--Collierville Town & Germantown City PUMA
33,47,03207,Memphis City (Southeast) PUMA
51,28,02100,South Region--Jackson County PUMA
6,41,00704,Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA
18,53,11103,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA"
18,53,11104,Clark County (North)--Battle Ground City & Orchards PUMA
13,31,00903,Douglas County--Omaha City (Northeast) PUMA
Second Suffolk & Middlesex,25,03301,"Boston City--Allston, Brighton & Fenway PUMA"
47,42,01502,Beaver County (South) PUMA
47,42,01501,Lawrence & Beaver (North) Counties--New Castle City PUMA
17,42,03103,Montgomery County (Southwest)--King of Prussia & Ardmore (East) PUMA
17,42,03104,Montgomery County (Central)--Norristown Borough PUMA
07,27,00500,"St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities PUMA"
50,27,01410,Hennepin County--Bloomington & Richfield Cities PUMA
60,27,01405,Hennepin County--Minneapolis (North) & St. Anthony Cities PUMA
37,37,03108,Mecklenburg County (South)--Matthews Town (South) PUMA
37,37,03105,Charlotte City (Southwest) PUMA
37,37,03101,Charlotte City (Central) PUMA
13,36,04107,NYC-Queens Community District 4--Elmhurst & South Corona PUMA
13,36,04102,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA
Franklin,50,00100,"Northwest Vermont--Chittenden, Franklin & Grand Isle Counties--Burlington City PUMA"
8,51,51167,Virginia Beach City (South) PUMA
3,01,00600,Morgan & Lawrence Counties--Decatur City PUMA
30,26,00801,Ottawa County (West) PUMA
30,26,00802,Ottawa County (East) PUMA
10,08,04103,El Paso County (Central)--Colorado Springs City (Central) PUMA
10,08,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA
24,08,00805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA
24,08,00806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA
17,04,00107,Maricopa County--Chandler City (South) PUMA
17,04,00106,Maricopa County--Chandler City (Northeast) PUMA
40,13,02004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA
58,27,01502,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities PUMA"
67,27,01303,Ramsey County (Southeast)--St. Paul City (East) PUMA
10,17,03422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA"
10,17,03520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA"
10,17,03420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA"
35,34,00400,Passaic County (Southeast)--Paterson City PUMA
7,20,00602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA"
18,04,00108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA
11,41,01103,"Marion County (West Central)--Salem (North), Keizer Cities & Hayesville PUMA"
10,41,01104,Marion County (West Central)--Salem City (South) & Four Corners PUMA
38,42,01803,Allegheny County (North Central) PUMA
38,42,01802,Allegheny County (North)--Franklin Park Borough & Allison Park PUMA
65,27,01304,Ramsey County (Southwest)--St. Paul City (West) PUMA
27,36,03807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA"
24,36,03901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA"
24,36,03902,NYC-Staten Island Community District 2--New Springville & South Beach PUMA
24,36,03903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA"
9,48,02503,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA
