,st,lower_leg_district,poverty_base,poverty_reform,deep_poverty_base,deep_poverty_reform,pct_chg,pct_chg_deep
185,6.0,011,0.17064949054883602,0.1552195491856885,0.04817622676115491,0.04075968949796652,0.0904189125529901,0.07247738382594546
186,6.0,012,0.1531823995455537,0.13270936075462242,0.04041313305589005,0.03533264081715817,0.13365137804126756,0.06966154549546509
187,6.0,013,0.17775118738474144,0.15397923051115472,0.05313796074394828,0.04541109489421605,0.13373726062449556,0.019622538574342523
188,6.0,014,0.16872896640990287,0.15706021511711304,0.056326055582026226,0.04903729501346985,0.06915677575148695,0.22254350570819106
189,6.0,015,0.2323853257453527,0.2207165432325856,0.08642277644837153,0.08252845484031912,0.05021307810783939,0.058535923737675945
190,6.0,016,0.07890635348283817,0.07667420746007209,0.03302995932845792,0.031033706019518114,0.028288546159360516,0.023751386410935812
191,6.0,017,0.19489845432228078,0.1896671780346505,0.0696239369643443,0.06816545437511146,0.026841035275630958,0.029720298770353877
192,6.0,018,0.2766797875717165,0.25655408735738355,0.08360489826076066,0.07510027792381746,0.07274004505701849,0.06956448206204666
193,6.0,019,0.16162870836058915,0.15673612980666185,0.05914237279308813,0.058548231609448546,0.03027047981483645,0.05496833592412716
194,6.0,020,0.13701746694374148,0.12635648515472112,0.03928873606763934,0.03779648589216358,0.07780746518542556,0.15175408980844685
195,6.0,021,0.17552104268721672,0.15389246400618217,0.05440324116859891,0.04456502089228489,0.12322498972147324,0.06731535212965208
196,6.0,022,0.1250974192780574,0.12013947625981704,0.04254065674771453,0.040942774991595675,0.03963265626783401,0.06906493994050965
197,6.0,023,0.18024595398078153,0.15988729141732444,0.06389196034185834,0.05450786508167978,0.11294934567922563,0.0811099393656894
198,6.0,024,0.13889890332517846,0.13280346539091356,0.05208817706404961,0.04814260300717374,0.04388398891814695,0.09137803979366249
199,6.0,025,0.147520445133694,0.1393766647744238,0.04996568195029094,0.047827366786842546,0.0552044182885275,0.048157321728271064
200,6.0,026,0.21885801599445426,0.19575996307129043,0.06934005547758273,0.058336981022753635,0.10553898525585247,0.04713949003642609
201,6.0,027,0.246365244471732,0.22800064208160084,0.0751807784054328,0.06869121728904559,0.07454217996336863,0.03232876712328769
202,6.0,028,0.16180121826987742,0.15336322466898117,0.05808592412649947,0.05590423274222616,0.052150371246414515,0.07371301130363342
203,6.0,029,0.16717451524591137,0.15369771438992796,0.05935859990045186,0.05695197720032304,0.08061516335883626,0.05404272902183486
204,6.0,030,0.21065915726620907,0.18859952549687564,0.04860331492521339,0.04092851788043041,0.1047171746797447,0.05940751852495469
205,6.0,031,0.2571808618374417,0.22172965229635944,0.07149569943307825,0.05538846145008951,0.1378454418723046,0.02238920529932492
206,6.0,032,0.21796997089410058,0.17844677304619475,0.06782910450190877,0.05566754620289023,0.18132404975687202,0.053037921806147616
207,6.0,033,0.23358643338356805,0.2014513094338133,0.06779535905159186,0.05917672166656008,0.13757273264661835,0.011892784133494299
208,6.0,034,0.18914250114637643,0.16227130804393494,0.06134788836869596,0.05362994207418624,0.14206850887334946,0.04974929835714439
209,6.0,035,0.2027640523486799,0.18596774855472814,0.07268250722373383,0.0637579684863428,0.08283669417431183,0.055267128291271575
210,6.0,036,0.3022111682310107,0.2777856147682761,0.10220708321978136,0.089291838158537,0.08082280216746865,0.13698987920339548
211,6.0,037,0.21888695666675131,0.2009924226159359,0.0801208028192326,0.07519888422776436,0.08175240006675823,0.13698987920339548
212,6.0,038,0.1728486600927086,0.1576928176340754,0.051484265482570936,0.047229874416026676,0.08768273037525587,0.13698987920339517
213,6.0,039,0.2873131405213343,0.2690000772288153,0.07637405081828591,0.06979452143380012,0.06373903838609549,0.07765566661295105
214,6.0,040,0.20680154905051318,0.18080209392041044,0.06065911929165079,0.05032828278431021,0.12572176199585494,0.032328767123287507
215,6.0,041,0.19241157918848245,0.18316170316720276,0.06969555461071636,0.06346582998768445,0.04807338550149677,0.03232876712328769
216,6.0,042,0.2090585911637132,0.18867045365441348,0.07359022179515456,0.06539366479231618,0.09752355737121475,0.032328767123287507
217,6.0,043,0.26217978159686073,0.25293749088944456,0.07932748418070475,0.07208909644042079,0.03525172937106006,0.15630414931809328
218,6.0,044,0.1942351039031329,0.17519797313460908,0.04813792672060719,0.04483032756288833,0.09801076317295267,0.11083589678400395
219,6.0,045,0.21124085645706603,0.1960437709660087,0.06210450709093188,0.05653177581734634,0.0719419800977094,0.07639071497956722
220,6.0,046,0.2971837440333785,0.27606982310607486,0.08001584144928771,0.07102398230437496,0.07104668862685908,0.12257279429745575
221,6.0,047,0.22672908480488144,0.1985960680050886,0.05749903036976019,0.0478891787192998,0.12408208159091519,0.1283018988304636
222,6.0,048,0.24151196180428533,0.21978902041631954,0.06453575219181451,0.05665831349560706,0.08994561273768076,0.12279709697194247
223,6.0,049,0.303405450947658,0.2813461226052225,0.08729323475820827,0.08157635404930011,0.07270577464424337,0.10354275360548605
224,6.0,050,0.1756299449140937,0.17059548496008717,0.0702489623673943,0.06802443530329623,0.028665157052056522,0.11631858190878987
225,6.0,051,0.3492232462854815,0.32528008733311,0.08603306880712179,0.07668094706181569,0.06856118316017996,0.05566556751024167
226,6.0,052,0.22968545910180926,0.20471030608620114,0.06546049031769736,0.0537155248344851,0.10873632624927188,0.025964532577539518
227,6.0,053,0.4019441377830895,0.3731987513906444,0.11476345274457095,0.1031960512107067,0.07151587419831375,0.11134947315615472
228,6.0,054,0.2649260641495609,0.2533805687835493,0.1036121970996718,0.09501690592072634,0.043580066019829965,0.05640005238583186
229,6.0,055,0.17044076545898093,0.15468305544260189,0.05490308736635406,0.052394351271480025,0.09245270621699578,0.07973165342187646
230,6.0,056,0.24254851897017143,0.2206317234366847,0.0825779707945539,0.06988217266551724,0.09036045912192137,0.025873338245736226
231,6.0,057,0.22644685556474034,0.20846549734607472,0.05956950531979372,0.05458520989212739,0.0794065264179604,0.12126894607153614
232,6.0,058,0.25820246000677055,0.23318517976527234,0.05997968341752447,0.05139304947193808,0.09689016998847422,0.043187739457854674
