Senate District Number,STATEFIP_x,PUMA,PUMA Description_x,Assembly District Number,STATEFIP_y,PUMA Description_y,STATEFIP_y
3,36,03310,Suffolk County (Central)--Islip Town (Northwest) PUMA,59,17,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships PUMA",17
3,36,03310,Suffolk County (Central)--Islip Town (Northwest) PUMA,6,36,Suffolk County (Central)--Islip Town (Northwest) PUMA,36
27,17,03419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA,53,17,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA,17
37,17,02501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",52,47,Nashville-Davidson (East) PUMA,47
37,17,02501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",73,17,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",17
37,17,02501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",98,48,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA",48
12,48,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA",52,47,Nashville-Davidson (East) PUMA,47
12,48,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA",73,17,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",17
12,48,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA",98,48,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA",48
21,47,02501,Nashville-Davidson (East) PUMA,52,47,Nashville-Davidson (East) PUMA,47
21,47,02501,Nashville-Davidson (East) PUMA,73,17,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA",17
21,47,02501,Nashville-Davidson (East) PUMA,98,48,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA",48
28,17,03418,Cook County (Northwest)--Schaumburg Township (South & Central) PUMA,56,17,Cook County (Northwest)--Schaumburg Township (South & Central) PUMA,17
39,17,03521,"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA",78,17,"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA",17
15,17,03412,Cook County (South Central)--Bremen & Orland (East) Townships PUMA,30,17,Cook County (South Central)--Bremen & Orland (East) Townships PUMA,17
15,17,03413,Cook County (Southeast)--Thornton Township PUMA,29,17,Cook County (Southeast)--Thornton Township PUMA,17
22,15,00307,Honolulu County--Central Oahu PUMA,36,15,Honolulu County--Central Oahu PUMA,15
22,15,00307,Honolulu County--Central Oahu PUMA,38,34,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA",34
38,34,00307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA",36,15,Honolulu County--Central Oahu PUMA,15
38,34,00307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA",38,34,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA",34
1,06,06712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East) PUMA",6,06,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East) PUMA",06
1,06,06102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town PUMA",6,06,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town PUMA",06
1,06,06103,Placer County (East/High Country Region)--Auburn & Colfax Cities PUMA,1,06,Placer County (East/High Country Region)--Auburn & Colfax Cities PUMA,06
35,06,03767,Los Angeles County (South)--LA City (South/San Pedro) PUMA,70,06,Los Angeles County (South)--LA City (South/San Pedro) PUMA,06
35,06,03762,Los Angeles County (South Central)--Carson City PUMA,64,06,Los Angeles County (South Central)--Carson City PUMA,06
35,06,03761,Los Angeles County (South Central)--Torrance City PUMA,66,06,Los Angeles County (South Central)--Torrance City PUMA,06
35,06,03757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA,64,06,Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA,06
35,06,03758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA",66,06,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA",06
35,06,03759,Los Angeles County (South Central)--Hawthorne City PUMA,62,06,Los Angeles County (South Central)--Hawthorne City PUMA,06
35,06,03749,Los Angeles County (Central)--Inglewood City PUMA,62,06,Los Angeles County (Central)--Inglewood City PUMA,06
13,06,08501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA",24,06,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA",06
13,06,08502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA,24,06,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA,06
13,06,08104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA,24,06,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA,06
13,06,08106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA",24,06,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA",06
13,06,08105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA",22,06,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA",06
13,06,08103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA",22,06,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA",06
13,06,08103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA",73,12,Manatee County (South) PUMA,12
21,12,08103,Manatee County (South) PUMA,22,06,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA",06
21,12,08103,Manatee County (South) PUMA,73,12,Manatee County (South) PUMA,12
13,06,08101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA",22,06,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA",06
13,06,08101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA",73,12,Manatee County (North) PUMA,12
21,12,08101,Manatee County (North) PUMA,22,06,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA",06
21,12,08101,Manatee County (North) PUMA,73,12,Manatee County (North) PUMA,12
13,06,08102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA",22,06,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA",06
13,06,08102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA",71,12,Manatee County (West Central) PUMA,12
21,12,08102,Manatee County (West Central) PUMA,22,06,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA",06
21,12,08102,Manatee County (West Central) PUMA,71,12,Manatee County (West Central) PUMA,12
39,06,07316,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park) PUMA,78,06,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park) PUMA,06
39,06,07310,San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA,78,06,San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA,06
39,06,07315,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PUMA,77,06,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PUMA,06
39,06,07314,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities PUMA,77,06,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities PUMA,06
39,06,07312,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA,77,06,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA,06
39,06,07311,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa) PUMA,77,06,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa) PUMA,06
10,06,08503,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities PUMA,25,06,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities PUMA,06
10,06,08504,Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA,25,06,Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA,06
10,06,00109,Alameda County (South Central)--Fremont City (East) PUMA,25,06,Alameda County (South Central)--Fremont City (East) PUMA,06
10,06,00109,Alameda County (South Central)--Fremont City (East) PUMA,26,04,Maricopa County--Tempe City (North) PUMA,04
26,04,00109,Maricopa County--Tempe City (North) PUMA,25,06,Alameda County (South Central)--Fremont City (East) PUMA,06
26,04,00109,Maricopa County--Tempe City (North) PUMA,26,04,Maricopa County--Tempe City (North) PUMA,04
10,06,00108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA",25,06,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA",06
10,06,00108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA",18,04,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,04
18,04,00108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,25,06,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA",06
18,04,00108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,18,04,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,04
10,06,00107,Alameda County (Central)--Hayward City PUMA,17,04,Maricopa County--Chandler City (South) PUMA,04
10,06,00107,Alameda County (Central)--Hayward City PUMA,20,06,Alameda County (Central)--Hayward City PUMA,06
17,04,00107,Maricopa County--Chandler City (South) PUMA,17,04,Maricopa County--Chandler City (South) PUMA,04
17,04,00107,Maricopa County--Chandler City (South) PUMA,20,06,Alameda County (Central)--Hayward City PUMA,06
10,06,00106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",17,04,Maricopa County--Chandler City (Northeast) PUMA,04
10,06,00106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",20,06,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",06
17,04,00106,Maricopa County--Chandler City (Northeast) PUMA,17,04,Maricopa County--Chandler City (Northeast) PUMA,04
17,04,00106,Maricopa County--Chandler City (Northeast) PUMA,20,06,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",06
15,06,08512,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA,29,06,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA,06
15,06,08507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA",28,06,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA",06
15,06,08511,Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA,28,06,Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA,06
15,06,08513,Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA,27,06,Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA,06
15,06,08510,Santa Clara County (Central)--San Jose City (Central) PUMA,27,06,Santa Clara County (Central)--San Jose City (Central) PUMA,06
15,06,08508,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA,28,06,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA,06
15,06,08514,Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA,27,06,Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA,06
15,06,08509,Santa Clara County (Central)--San Jose City (Northwest) PUMA,27,06,Santa Clara County (Central)--San Jose City (Northwest) PUMA,06
15,06,08505,Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA,27,06,Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA,06
5,06,09904,Stanislaus County (Central)--Modesto City (East) PUMA,21,06,Stanislaus County (Central)--Modesto City (East) PUMA,06
5,06,09904,Stanislaus County (Central)--Modesto City (East) PUMA,87,12,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,12
31,12,09904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,21,06,Stanislaus County (Central)--Modesto City (East) PUMA,06
31,12,09904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,87,12,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,12
5,06,09902,Stanislaus County (Central)--Modesto City (West) PUMA,85,12,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,12
5,06,09902,Stanislaus County (Central)--Modesto City (West) PUMA,21,06,Stanislaus County (Central)--Modesto City (West) PUMA,06
30,12,09902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,85,12,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,12
30,12,09902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,21,06,Stanislaus County (Central)--Modesto City (West) PUMA,06
5,06,07703,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities PUMA",13,06,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities PUMA",06
5,06,07702,San Joaquin County (Central)--Stockton City (South) PUMA,13,06,San Joaquin County (Central)--Stockton City (South) PUMA,06
5,06,07704,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities PUMA",12,06,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities PUMA",06
5,06,07701,San Joaquin County (Central)--Stockton City (North) PUMA,13,06,San Joaquin County (Central)--Stockton City (North) PUMA,06
31,42,03602,York County (North)--Weigelstown PUMA,196,42,York County (North)--Weigelstown PUMA,42
31,42,03602,York County (North)--Weigelstown PUMA,64,17,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",17
31,42,03602,York County (North)--Weigelstown PUMA,14,48,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,48
31,42,03602,York County (North)--Weigelstown PUMA,6th Norfolk,25,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",25
"Norfolk, Bristol & Plymouth",25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",196,42,York County (North)--Weigelstown PUMA,42
"Norfolk, Bristol & Plymouth",25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",64,17,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",17
"Norfolk, Bristol & Plymouth",25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",14,48,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,48
"Norfolk, Bristol & Plymouth",25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",6th Norfolk,25,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",25
32,17,03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",196,42,York County (North)--Weigelstown PUMA,42
32,17,03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",64,17,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",17
32,17,03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",14,48,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,48
32,17,03602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",6th Norfolk,25,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",25
5,48,03602,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,196,42,York County (North)--Weigelstown PUMA,42
5,48,03602,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,64,17,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA",17
5,48,03602,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,14,48,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,48
5,48,03602,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,6th Norfolk,25,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",25
45,42,01805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",36,39,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA",39
45,42,01805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",35,42,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",42
45,42,01805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",88,29,St. Louis County (Central) PUMA,29
28,39,01805,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA",36,39,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA",39
28,39,01805,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA",35,42,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",42
28,39,01805,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA",88,29,St. Louis County (Central) PUMA,29
24,29,01805,St. Louis County (Central) PUMA,36,39,"Summit County (South)--Barberton, Green & New Franklin Cities PUMA",39
24,29,01805,St. Louis County (Central) PUMA,35,42,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",42
24,29,01805,St. Louis County (Central) PUMA,88,29,St. Louis County (Central) PUMA,29
33,42,03702,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,90,42,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,42
33,42,03702,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,38,06,Los Angeles County (Northwest)--Santa Clarita City PUMA,06
33,42,03702,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,83,36,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",36
21,06,03702,Los Angeles County (Northwest)--Santa Clarita City PUMA,90,42,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,42
21,06,03702,Los Angeles County (Northwest)--Santa Clarita City PUMA,38,06,Los Angeles County (Northwest)--Santa Clarita City PUMA,06
21,06,03702,Los Angeles County (Northwest)--Santa Clarita City PUMA,83,36,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",36
36,36,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",90,42,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,42
36,36,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",38,06,Los Angeles County (Northwest)--Santa Clarita City PUMA,06
36,36,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",83,36,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",36
39,42,02003,Westmoreland County (East) PUMA,63,48,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,48
39,42,02003,Westmoreland County (East) PUMA,8,34,Burlington County (South & East) PUMA,34
39,42,02003,Westmoreland County (East) PUMA,29,47,Hamilton County (North)--Soddy-Daisy City PUMA,47
39,42,02003,Westmoreland County (East) PUMA,55,42,Westmoreland County (East) PUMA,42
39,42,02003,Westmoreland County (East) PUMA,87,13,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,13
8,34,02003,Burlington County (South & East) PUMA,63,48,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,48
8,34,02003,Burlington County (South & East) PUMA,8,34,Burlington County (South & East) PUMA,34
8,34,02003,Burlington County (South & East) PUMA,29,47,Hamilton County (North)--Soddy-Daisy City PUMA,47
8,34,02003,Burlington County (South & East) PUMA,55,42,Westmoreland County (East) PUMA,42
8,34,02003,Burlington County (South & East) PUMA,87,13,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,13
12,48,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,63,48,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,48
12,48,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,8,34,Burlington County (South & East) PUMA,34
12,48,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,29,47,Hamilton County (North)--Soddy-Daisy City PUMA,47
12,48,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,55,42,Westmoreland County (East) PUMA,42
12,48,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,87,13,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,13
41,13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,63,48,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,48
41,13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,8,34,Burlington County (South & East) PUMA,34
41,13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,29,47,Hamilton County (North)--Soddy-Daisy City PUMA,47
41,13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,55,42,Westmoreland County (East) PUMA,42
41,13,02003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,87,13,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,13
11,47,02003,Hamilton County (North)--Soddy-Daisy City PUMA,63,48,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,48
11,47,02003,Hamilton County (North)--Soddy-Daisy City PUMA,8,34,Burlington County (South & East) PUMA,34
11,47,02003,Hamilton County (North)--Soddy-Daisy City PUMA,29,47,Hamilton County (North)--Soddy-Daisy City PUMA,47
11,47,02003,Hamilton County (North)--Soddy-Daisy City PUMA,55,42,Westmoreland County (East) PUMA,42
11,47,02003,Hamilton County (North)--Soddy-Daisy City PUMA,87,13,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,13
38,51,51010,LENOWISCO & Cumberland Plateau Planning District Commissions PUMA,4,51,LENOWISCO & Cumberland Plateau Planning District Commissions PUMA,51
38,51,51040,New River Valley Planning District Commission PUMA,12,51,New River Valley Planning District Commission PUMA,51
10,51,51235,Richmond City PUMA,69,51,Richmond City PUMA,51
15,51,51105,Southside Planning District Commission & Commonwealth Regional Council PUMA,61,51,Southside Planning District Commission & Commonwealth Regional Council PUMA,51
24,51,51080,Central Shenandoah Planning District Commission (Southwest) PUMA,24,51,Central Shenandoah Planning District Commission (Southwest) PUMA,51
24,51,51087,Rappahannock-Rapidan Regional Commission PUMA,18,51,Rappahannock-Rapidan Regional Commission PUMA,51
2,04,00208,Tucson City (South) PUMA,2,04,Tucson City (South) PUMA,04
13,49,49001,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA",67,49,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA",49
8,49,35008,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities PUMA",46,49,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities PUMA",49
I,72,00806,San Juan Municipio (Sur) PUMA,4,72,San Juan Municipio (Sur) PUMA,72
I,72,00806,San Juan Municipio (Sur) PUMA,31,08,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,08
I,72,00806,San Juan Municipio (Sur) PUMA,10,35,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,35
24,08,00806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,4,72,San Juan Municipio (Sur) PUMA,72
24,08,00806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,31,08,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,08
24,08,00806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,10,35,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,35
14,35,00806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,4,72,San Juan Municipio (Sur) PUMA,72
14,35,00806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,31,08,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,08
14,35,00806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,10,35,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,35
I,72,00804,San Juan Municipio (Noroeste) PUMA,33,08,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",08
I,72,00804,San Juan Municipio (Noroeste) PUMA,46,24,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",24
I,72,00804,San Juan Municipio (Noroeste) PUMA,2,72,San Juan Municipio (Noroeste) PUMA,72
I,72,00804,San Juan Municipio (Noroeste) PUMA,17,35,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,35
17,08,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",33,08,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",08
17,08,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",46,24,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",24
17,08,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",2,72,San Juan Municipio (Noroeste) PUMA,72
17,08,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",17,35,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,35
13,35,00804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,33,08,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",08
13,35,00804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,46,24,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",24
13,35,00804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,2,72,San Juan Municipio (Noroeste) PUMA,72
13,35,00804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,17,35,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,35
46,24,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",33,08,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA",08
46,24,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",46,24,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",24
46,24,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",2,72,San Juan Municipio (Noroeste) PUMA,72
46,24,00804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",17,35,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,35
16,06,07101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA,33,06,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA,06
16,06,07101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA,77,12,Lee County (South & West)--Barrier Islands Region PUMA,12
27,12,07101,Lee County (South & West)--Barrier Islands Region PUMA,33,06,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities PUMA,06
27,12,07101,Lee County (South & West)--Barrier Islands Region PUMA,77,12,Lee County (South & West)--Barrier Islands Region PUMA,12
16,06,02905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA",34,06,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA",06
16,06,02905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA",38,26,Oakland County (Southwest) PUMA,26
