Senate District Number,STATEFIP_x,PUMA,PUMA Description_x,Assembly District Number,STATEFIP_y,PUMA Description_y,STATEFIP_y
15,26,02905,Oakland County (Southwest) PUMA,34,06,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities PUMA",06
15,26,02905,Oakland County (Southwest) PUMA,38,26,Oakland County (Southwest) PUMA,26
16,06,02904,Kern County (Central)--Bakersfield City (Southeast) PUMA,34,06,Kern County (Central)--Bakersfield City (Southeast) PUMA,06
16,06,02904,Kern County (Central)--Bakersfield City (Southeast) PUMA,29,26,Oakland County (Central) PUMA,26
12,26,02904,Oakland County (Central) PUMA,34,06,Kern County (Central)--Bakersfield City (Southeast) PUMA,06
12,26,02904,Oakland County (Central) PUMA,29,26,Oakland County (Central) PUMA,26
16,06,02903,Kern County (Central)--Bakersfield City (Northeast) PUMA,98,36,Orange County (Southeast) PUMA,36
16,06,02903,Kern County (Central)--Bakersfield City (Northeast) PUMA,34,06,Kern County (Central)--Bakersfield City (Northeast) PUMA,06
16,06,02903,Kern County (Central)--Bakersfield City (Northeast) PUMA,45,26,Oakland County (East Central)--Troy & Rochester Area PUMA,26
39,36,02903,Orange County (Southeast) PUMA,98,36,Orange County (Southeast) PUMA,36
39,36,02903,Orange County (Southeast) PUMA,34,06,Kern County (Central)--Bakersfield City (Northeast) PUMA,06
39,36,02903,Orange County (Southeast) PUMA,45,26,Oakland County (East Central)--Troy & Rochester Area PUMA,26
13,26,02903,Oakland County (East Central)--Troy & Rochester Area PUMA,98,36,Orange County (Southeast) PUMA,36
13,26,02903,Oakland County (East Central)--Troy & Rochester Area PUMA,34,06,Kern County (Central)--Bakersfield City (Northeast) PUMA,06
13,26,02903,Oakland County (East Central)--Troy & Rochester Area PUMA,45,26,Oakland County (East Central)--Troy & Rochester Area PUMA,26
24,49,21001,Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA,73,49,Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA,49
11,17,03527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA",22,17,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA",17
29,06,05909,Orange County (North Central)--Anaheim City (West) PUMA,65,06,Orange County (North Central)--Anaheim City (West) PUMA,06
29,06,05909,Orange County (North Central)--Anaheim City (West) PUMA,125,48,San Antonio (Northwest) & Leon Valley Cities PUMA,48
26,48,05909,San Antonio (Northwest) & Leon Valley Cities PUMA,65,06,Orange County (North Central)--Anaheim City (West) PUMA,06
26,48,05909,San Antonio (Northwest) & Leon Valley Cities PUMA,125,48,San Antonio (Northwest) & Leon Valley Cities PUMA,48
29,06,05908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA",65,06,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA",06
29,06,05908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA",124,48,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA,48
26,48,05908,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA,65,06,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA",06
26,48,05908,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA,124,48,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA,48
29,06,07114,San Bernardino County (Southwest)--Chino & Chino Hills Cities PUMA,55,06,San Bernardino County (Southwest)--Chino & Chino Hills Cities PUMA,06
29,06,03714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA",55,06,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA",06
29,06,03713,Los Angeles County (East Central)--Covina & Walnut Cities PUMA,55,06,Los Angeles County (East Central)--Covina & Walnut Cities PUMA,06
29,49,53001,Washington County--St. George City PUMA,75,49,Washington County--St. George City PUMA,49
18,06,03721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA,39,06,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA,06
18,06,03722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA,46,06,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA,06
18,06,03723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA,46,06,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA,06
18,06,03707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA,39,06,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA,06
18,06,03707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA,86,36,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",36
29,36,03707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",39,06,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities PUMA,06
29,36,03707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",86,36,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",36
18,06,03706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA,39,06,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA,06
18,06,03706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA,78,36,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",36
33,36,03706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",39,06,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar) PUMA,06
33,36,03706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",78,36,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",36
5,51,55001,Chesapeake City (Northeast) PUMA,78,51,Chesapeake City (Northeast) PUMA,51
5,51,51154,Norfolk City (Northeast) PUMA,89,51,Norfolk City (Northeast) PUMA,51
"Norfolk, Bristol & Plymouth",25,04901,Plymouth & Bristol Counties (Outside Brockton City) PUMA,10th Plymouth,25,Plymouth & Bristol Counties (Outside Brockton City) PUMA,25
"Norfolk, Bristol & Plymouth",25,04901,Plymouth & Bristol Counties (Outside Brockton City) PUMA,27,48,Fort Bend County (East)--Missouri City PUMA,48
13,48,04901,Fort Bend County (East)--Missouri City PUMA,10th Plymouth,25,Plymouth & Bristol Counties (Outside Brockton City) PUMA,25
13,48,04901,Fort Bend County (East)--Missouri City PUMA,27,48,Fort Bend County (East)--Missouri City PUMA,48
28,12,02103,Collier County (East) PUMA,105,12,Collier County (East) PUMA,12
28,12,02103,Collier County (East) PUMA,4,34,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA,34
4,34,02103,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA,105,12,Collier County (East) PUMA,12
4,34,02103,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA,4,34,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA,34
28,12,07105,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA,42,06,San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA,06
28,12,07105,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA,76,12,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA,12
23,06,07105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA,42,06,San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA,06
23,06,07105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA,76,12,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA,12
16,36,04108,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,28,36,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,36
16,36,04108,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,26,39,Columbus (Southeast) & Reynoldsburg Cities PUMA,39
15,39,04108,Columbus (Southeast) & Reynoldsburg Cities PUMA,28,36,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,36
15,39,04108,Columbus (Southeast) & Reynoldsburg Cities PUMA,26,39,Columbus (Southeast) & Reynoldsburg Cities PUMA,39
16,36,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",24,39,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA",39
16,36,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",16,08,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,08
16,36,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",26,36,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",36
16,39,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA",24,39,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA",39
16,39,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA",16,08,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,08
16,39,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA",26,36,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",36
10,08,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,24,39,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA",39
10,08,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,16,08,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,08
10,08,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,26,36,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",36
Plymouth & Barnstable,25,04903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA",85,48,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA",48
Plymouth & Barnstable,25,04903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA",12th Plymouth,25,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA",25
18,48,04903,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA",85,48,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA",48
18,48,04903,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA",12th Plymouth,25,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA",25
25,08,00824,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast) PUMA,56,08,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast) PUMA,08
28,06,06501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities PUMA",56,06,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities PUMA",06
28,06,06503,Riverside County (Southwest)--Temecula City PUMA,75,06,Riverside County (Southwest)--Temecula City PUMA,06
28,06,06515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA",71,06,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA",06
28,06,06506,Riverside County (Southwest)--Hemet City & East Hemet PUMA,71,06,Riverside County (Southwest)--Hemet City & East Hemet PUMA,06
28,06,06504,Riverside County (Southwest)--Murrieta & Wildomar Cities PUMA,67,06,Riverside County (Southwest)--Murrieta & Wildomar Cities PUMA,06
28,06,06502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities PUMA",71,06,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities PUMA",06
28,06,06505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities PUMA",67,06,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities PUMA",06
28,06,06509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley PUMA",67,06,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley PUMA",06
Norfolk & Suffolk,25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",2,36,Suffolk County (East) PUMA,36
Norfolk & Suffolk,25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",78,48,El Paso City (North) PUMA,48
Norfolk & Suffolk,25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",14th Suffolk,25,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",25
29,48,03305,El Paso City (North) PUMA,2,36,Suffolk County (East) PUMA,36
29,48,03305,El Paso City (North) PUMA,78,48,El Paso City (North) PUMA,48
29,48,03305,El Paso City (North) PUMA,14th Suffolk,25,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",25
1,36,03305,Suffolk County (East) PUMA,2,36,Suffolk County (East) PUMA,36
1,36,03305,Suffolk County (East) PUMA,78,48,El Paso City (North) PUMA,48
1,36,03305,Suffolk County (East) PUMA,14th Suffolk,25,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",25
26,17,03401,Cook County (Northwest)--Palatine & Barrington Townships PUMA,52,17,Cook County (Northwest)--Palatine & Barrington Townships PUMA,17
26,17,03401,Cook County (Northwest)--Palatine & Barrington Townships PUMA,155,42,Chester County (North)--Phoenixville Borough PUMA,42
44,42,03401,Chester County (North)--Phoenixville Borough PUMA,52,17,Cook County (Northwest)--Palatine & Barrington Townships PUMA,17
44,42,03401,Chester County (North)--Phoenixville Borough PUMA,155,42,Chester County (North)--Phoenixville Borough PUMA,42
20,51,51097,West Piedmont Planning District Commission PUMA,16,51,West Piedmont Planning District Commission PUMA,51
30,29,02603,Greene County--Springfield City (South) PUMA,133,29,Greene County--Springfield City (South) PUMA,29
30,29,02602,Greene County--Springfield City (North) PUMA,132,29,Greene County--Springfield City (North) PUMA,29
15,39,04107,"Columbus (East), Whitehall & Bexley Cities PUMA",18,39,"Columbus (East), Whitehall & Bexley Cities PUMA",39
15,39,04107,"Columbus (East), Whitehall & Bexley Cities PUMA",39,36,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,36
13,36,04107,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,18,39,"Columbus (East), Whitehall & Bexley Cities PUMA",39
13,36,04107,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,39,36,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,36
28,51,51115,George Washington Regional Commission (North) PUMA,88,51,George Washington Regional Commission (North) PUMA,51
28,51,51244,Prince William County (North & West)--Linton Hall & Gainesville PUMA,51,51,Prince William County (North & West)--Linton Hall & Gainesville PUMA,51
22,36,04017,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,47,36,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,36
22,36,04013,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,46,36,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,36
21,08,00807,Adams County (West Central)--Commerce City & Brighton Cities PUMA,30,08,Adams County (West Central)--Commerce City & Brighton Cities PUMA,08
21,08,00807,Adams County (West Central)--Commerce City & Brighton Cities PUMA,11,04,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA",04
11,04,00807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA",30,08,Adams County (West Central)--Commerce City & Brighton Cities PUMA,08
11,04,00807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA",11,04,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA",04
40,51,51020,Mount Rogers Planning District Commission PUMA,6,51,Mount Rogers Planning District Commission PUMA,51
3,12,06300,Apalachee Region (Outside Leon County) PUMA,7,12,Apalachee Region (Outside Leon County) PUMA,12
3,12,07301,Leon County (Central)--Tallahassee City (Central) PUMA,76,06,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA,06
3,12,07301,Leon County (Central)--Tallahassee City (Central) PUMA,9,12,Leon County (Central)--Tallahassee City (Central) PUMA,12
36,06,07301,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA,76,06,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA,06
36,06,07301,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA,9,12,Leon County (Central)--Tallahassee City (Central) PUMA,12
3,12,07300,Leon County (Outer) PUMA,9,12,Leon County (Outer) PUMA,12
19,32,00407,Clark County (West)--Las Vegas City (Southwest) PUMA,36,32,Clark County (West)--Las Vegas City (Southwest) PUMA,32
12,32,00412,Clark County (South)--Henderson (East) & Boulder Cities PUMA,23,32,Clark County (South)--Henderson (East) & Boulder Cities PUMA,32
